feature,age_pearson,abs_corr,modality
CD8_CTL__SF1,-0.44053979875859706,0.44053979875859706,RNA
CD4_Treg__GNAI2,0.44050087721021236,0.44050087721021236,RNA
ATAC__CD4_Naïve__chr4:140049174-140049675,-0.4400296981293903,0.4400296981293903,ATAC
CD4_Naïve__NAP1L2,0.437553845126535,0.437553845126535,RNA
CD4_Treg__SESN1,-0.43661599181269994,0.43661599181269994,RNA
ATAC__CD4_Naïve__chr1:237736674-237737175,0.4365046038012523,0.4365046038012523,ATAC
CD4_Naïve__SERPINE2,-0.43604646642756145,0.43604646642756145,RNA
cMono__KANSL1,-0.4359045875103447,0.4359045875103447,RNA
Naïve_B__PIK3IP1,-0.43522984303809453,0.43522984303809453,RNA
ATAC__CD8_Tem__chr2:98479897-98480398,-0.43485973388559673,0.43485973388559673,ATAC
ATAC__CD8_Tem__chr10:132387837-132388338,-0.4337580981906301,0.4337580981906301,ATAC
cMono__BTG1,-0.4336694850331348,0.4336694850331348,RNA
ATAC__CD8_CTL__chr22:37696665-37697166,-0.4327117570933389,0.4327117570933389,ATAC
ATAC__CD4_Naïve__chr3:124584194-124584695,0.4325915604366819,0.4325915604366819,ATAC
CD4_Naïve__RNF20,0.4324266079365509,0.4324266079365509,RNA
ATAC__CD4_Naïve__chr14:98103641-98104142,-0.4320081431012163,0.4320081431012163,ATAC
CD8_CTL__TBC1D4,-0.4314588900234048,0.4314588900234048,RNA
ATAC__CD4_Naïve__chr10:110868937-110869438,-0.43128746381419,0.43128746381419,ATAC
ATAC__CD4_Naïve__chr14:106276293-106276794,-0.43022966886373903,0.43022966886373903,ATAC
cMono__SF3B1,-0.43016577317025506,0.43016577317025506,RNA
ATAC__CD4_Naïve__chr18:9083747-9084248,0.4300519340303923,0.4300519340303923,ATAC
Prolif.T__SLC25A10,0.4296479145385019,0.4296479145385019,RNA
ATAC__CD4_Naïve__chr10:110834806-110835307,-0.4294408469339518,0.4294408469339518,ATAC
ATAC__CD4_Naïve__chr2:147449361-147449862,0.4280030226818095,0.4280030226818095,ATAC
CD4_Naïve__ATRX,0.42796471799916247,0.42796471799916247,RNA
ATAC__CD4_Naïve__chr7:36777787-36778288,-0.42742422477125547,0.42742422477125547,ATAC
ATAC__CD4_Naïve__chr14:35367644-35368145,-0.42740686117465476,0.42740686117465476,ATAC
ATAC__CD4_Tcm__chr3:95721862-95722363,0.42713316779066224,0.42713316779066224,ATAC
ATAC__CD4_Naïve__chr5:124162761-124163262,-0.42697279936241117,0.42697279936241117,ATAC
CD8_CTL__HIF1A,-0.4268538496088239,0.4268538496088239,RNA
ATAC__CD4_Naïve__chr20:52975263-52975764,0.42656098864322123,0.42656098864322123,ATAC
Swit.Bm__MAPK8IP3,-0.42625883889954086,0.42625883889954086,RNA
ATAC__CD8_Tem__chr2:105398841-105399342,-0.42606715378607607,0.42606715378607607,ATAC
ATAC__CD4_Helper__chr1:237736674-237737175,0.4256678886132942,0.4256678886132942,ATAC
ATAC__CD4_Naïve__chr8:133303090-133303591,0.4251844120118524,0.4251844120118524,ATAC
CD4_Naïve__GYPC,-0.4250454912702226,0.4250454912702226,RNA
ATAC__CD4_Naïve__chr10:3852232-3852733,0.42245827995695084,0.42245827995695084,ATAC
cMono__IRF2BP2,-0.4222837024837915,0.4222837024837915,RNA
cMono__KIAA0319L,-0.42154738128070246,0.42154738128070246,RNA
ATAC__CD4_Tcm__chr8:47680370-47680871,0.4215128417325673,0.4215128417325673,ATAC
cMono__UQCRB,-0.4214660968143199,0.4214660968143199,RNA
ATAC__CD4_Naïve__chr14:31944948-31945449,0.42115049553167366,0.42115049553167366,ATAC
ATAC__CD4_Naïve__chr16:84765855-84766356,0.4205560855430516,0.4205560855430516,ATAC
Swit.Bm__IGHM,-0.42054236789059163,0.42054236789059163,RNA
ATAC__CD4_Naïve__chr18:79914046-79914547,-0.42046195189480534,0.42046195189480534,ATAC
ATAC__CD4_Naïve__chr9:1366234-1366735,0.42027049289057383,0.42027049289057383,ATAC
CD4_Naïve__STAT4,0.42008812525936723,0.42008812525936723,RNA
cMono__MAP2K3,-0.41893120356828,0.41893120356828,RNA
ATAC__CD4_Naïve__chr8:81028152-81028653,-0.41869242597446404,0.41869242597446404,ATAC
DC__SF3B1,-0.41822302699202146,0.41822302699202146,RNA
CD4_Tcm__SF3B1,-0.41820016812856714,0.41820016812856714,RNA
ATAC__CD8_CTL__chr20:20207781-20208282,0.41817446015633525,0.41817446015633525,ATAC
ATAC__CD4_Naïve__chr6:33668883-33669384,0.41781311730694387,0.41781311730694387,ATAC
CD4_Naïve__IL2RB,0.4175555365481885,0.4175555365481885,RNA
ATAC__CD4_Tcm__chr16:16041110-16041611,0.41669438634999967,0.41669438634999967,ATAC
ATAC__CD8_Tem__chr9:136438756-136439257,-0.4165836971722685,0.4165836971722685,ATAC
CD4_Naïve__IRF2BP2,-0.4155977799273421,0.4155977799273421,RNA
cMono__RASSF5,-0.41526452258083124,0.41526452258083124,RNA
CD8_CTL__SF3B1,-0.41461433780732077,0.41461433780732077,RNA
Swit.Bm__SF3B1,-0.4143001008850165,0.4143001008850165,RNA
ATAC__CD8_CTL__chr16:89256820-89257321,-0.41365321653421283,0.41365321653421283,ATAC
ATAC__CD8_Tem__chr17:82583620-82584121,-0.41352586970330646,0.41352586970330646,ATAC
ATAC__CD8_Tem__chr1:10495891-10496392,-0.4130098626662424,0.4130098626662424,ATAC
CD8_CTL__UXT,-0.41281371792120014,0.41281371792120014,RNA
CD8_CTL__KIF21A,0.41279392647221136,0.41279392647221136,RNA
γδT2__SH3RF2,0.41267588713987524,0.41267588713987524,RNA
CD4_Naïve__SLFN12L,0.4115168099872578,0.4115168099872578,RNA
CD4_Tcm__AIRE,0.41141735910385707,0.41141735910385707,RNA
cMono__BIN2,-0.41126281476429094,0.41126281476429094,RNA
Swit.Bm__LEPROTL1,-0.41089732552212216,0.41089732552212216,RNA
CD8_CTL__TNFRSF25,-0.4108922303750406,0.4108922303750406,RNA
CD4_Treg__EEF1B2,-0.4108854846993862,0.4108854846993862,RNA
DC__RSL1D1,-0.4107897552991144,0.4107897552991144,RNA
cMono__SRSF10,-0.4107064138688633,0.4107064138688633,RNA
CD4_Naïve__ZFP36L2,-0.4100729011031362,0.4100729011031362,RNA
CD8_Tem__CCDC12,0.40982249063046583,0.40982249063046583,RNA
ATAC__CD4_Naïve__chr6:21596652-21597153,-0.40978415236916915,0.40978415236916915,ATAC
cMono__DIP2A,-0.40960538229934035,0.40960538229934035,RNA
DC__DGKA,-0.4095715697567675,0.4095715697567675,RNA
ATAC__immature_T__chr14:89283316-89283817,0.4092050938761872,0.4092050938761872,ATAC
CD4_Naïve__DPP4,0.4088441919739012,0.4088441919739012,RNA
CD8_CTL__RASGRP2,-0.4077695801507532,0.4077695801507532,RNA
ATAC__CD8_CTL__chr2:239625808-239626309,0.40692935756283616,0.40692935756283616,ATAC
ATAC__CD4_Tcm__chr5:56190455-56190956,0.4063723937699532,0.4063723937699532,ATAC
CD4_Naïve__GREM2,0.4062456821763301,0.4062456821763301,RNA
CD8_CTL__ATP6V1G1,-0.4059462010654449,0.4059462010654449,RNA
CD4_Naïve__STMN1,-0.4049797175739228,0.4049797175739228,RNA
ATAC__immature_T__chr6:24858129-24858630,0.4049249324237471,0.4049249324237471,ATAC
CD8_CTL__NR2C1,-0.4047732087880337,0.4047732087880337,RNA
ATAC__CD4_Naïve__chr19:19032332-19032833,-0.4043569351249178,0.4043569351249178,ATAC
CD8_CTL__RCAN3,-0.40395605813072377,0.40395605813072377,RNA
Naïve_B__ZFC3H1,0.40377813545146746,0.40377813545146746,RNA
ATAC__CD4_Naïve__chr9:81002195-81002696,-0.4037052915570807,0.4037052915570807,ATAC
CD4_Naïve__PPP1R12A,0.4034242129651447,0.4034242129651447,RNA
cMono__CBX4,-0.4023601555386093,0.4023601555386093,RNA
cMono__SATB1,-0.40216609289103233,0.40216609289103233,RNA
ATAC__CD4_Naïve__chr4:123599860-123600361,-0.40197853478797096,0.40197853478797096,ATAC
ATAC__CD4_Naïve__chr2:241541075-241541576,-0.4019561729628781,0.4019561729628781,ATAC
ATAC__immature_T__chr1:53509219-53509720,0.40180086559104206,0.40180086559104206,ATAC
ATAC__CD4_Naïve__chr1:30952032-30952533,-0.40160511842953794,0.40160511842953794,ATAC
CD4_Tcm__AUTS2,-0.4015876057892976,0.4015876057892976,RNA
CD4_Naïve__PIK3IP1,-0.4012987933511411,0.4012987933511411,RNA
ATAC__CD4_Naïve__chr13:28494952-28495453,-0.40110696008322105,0.40110696008322105,ATAC
DC__SRSF10,-0.40036383760112443,0.40036383760112443,RNA
CD4_Treg__PIK3IP1,-0.4001686004823029,0.4001686004823029,RNA
cMono__LEPROTL1,-0.3999632145417129,0.3999632145417129,RNA
ATAC__CD4_Tcm__chr15:41513646-41514147,-0.39991590922969583,0.39991590922969583,ATAC
ATAC__CD4_Naïve__chr22:37237824-37238325,-0.3995590808815742,0.3995590808815742,ATAC
ATAC__immature_T__chr8:128574390-128574891,0.3995171742778132,0.3995171742778132,ATAC
Swit.Bm__ZFP36L2,-0.3994125592572829,0.3994125592572829,RNA
ATAC__CD4_Naïve__chr19:5130486-5130987,-0.3993355821469975,0.3993355821469975,ATAC
Swit.Bm__SELENOH,-0.399307187113089,0.399307187113089,RNA
ATAC__CD4_Naïve__chr2:2057070-2057571,0.39878296555428516,0.39878296555428516,ATAC
ATAC__CD4_Naïve__chr8:101155772-101156273,-0.39876964402642545,0.39876964402642545,ATAC
ATAC__CD4_Naïve__chr1:9561403-9561904,-0.39866609975668904,0.39866609975668904,ATAC
cMono__AKNA,-0.3985410613282529,0.3985410613282529,RNA
ATAC__CD4_Helper__chr2:64025725-64026226,0.3982985164584974,0.3982985164584974,ATAC
CD4_Naïve__ATP5ME,-0.3978589941359488,0.3978589941359488,RNA
CD4_Naïve__PTGER2,0.39783895036982997,0.39783895036982997,RNA
cMono__SRSF7,-0.3976644931723193,0.3976644931723193,RNA
ATAC__CD4_Naïve__chr15:91472159-91472660,0.3975238613320224,0.3975238613320224,ATAC
CD4_Helper__PIK3IP1,-0.3972290867119667,0.3972290867119667,RNA
CD4_Naïve__ATP5F1E,-0.39685496836731177,0.39685496836731177,RNA
DC__SATB1,-0.39675415928620855,0.39675415928620855,RNA
Prolif.T__C1orf21,0.3967359086024381,0.3967359086024381,RNA
ATAC__Prolif.T__chr17:35536544-35537045,0.39617513560116985,0.39617513560116985,ATAC
ATAC__CD8_CTL__chr5:151211692-151212193,-0.39578121222927365,0.39578121222927365,ATAC
ATAC__CD4_Naïve__chr1:64469926-64470427,-0.3957098196003515,0.3957098196003515,ATAC
ATAC__CD8_CTL__chr5:115333112-115333613,0.39556439005050653,0.39556439005050653,ATAC
ATAC__CD4_Naïve__chr4:163895371-163895872,0.39519856312623375,0.39519856312623375,ATAC
Swit.Bm__UQCRB,-0.39500727602283264,0.39500727602283264,RNA
cMono__SLC11A1,-0.3950003457773645,0.3950003457773645,RNA
cMono__RICTOR,-0.39488624715164916,0.39488624715164916,RNA
cMono__EIF4A2,-0.39473661998426113,0.39473661998426113,RNA
cMono__JDP2,-0.3944175426622529,0.3944175426622529,RNA
Naïve_B__KRAS,0.39438053467034184,0.39438053467034184,RNA
ATAC__CD4_Tcm__chr7:39589687-39590188,0.39427180727531613,0.39427180727531613,ATAC
CD4_Naïve__CR2,-0.3942381136750175,0.3942381136750175,RNA
Naïve_B__GNAI2,0.39415539084763346,0.39415539084763346,RNA
ATAC__CD4_Naïve__chr14:52352070-52352571,0.39396015194916967,0.39396015194916967,ATAC
ATAC__CD8_CTL__chr17:81481262-81481763,-0.39383409224034516,0.39383409224034516,ATAC
CD8_Tem__MYO6,0.39383057014098044,0.39383057014098044,RNA
cMono__PCBP1,-0.3936737126271266,0.3936737126271266,RNA
Naïve_B__CCDC50,0.3935861029889953,0.3935861029889953,RNA
ATAC__CD4_Tcm__chr4:163895371-163895872,0.3935510929045688,0.3935510929045688,ATAC
ATAC__Prolif.T__chr14:24080949-24081450,0.39322496506221327,0.39322496506221327,ATAC
ATAC__CD4_Naïve__chr10:33134044-33134545,0.3931569560682586,0.3931569560682586,ATAC
CD4_Tcm__IFITM3,0.39303171033795936,0.39303171033795936,RNA
CD4_Naïve__TCFL5,-0.39283216681720046,0.39283216681720046,RNA
Naïve_B__GYPC,-0.39197501141986024,0.39197501141986024,RNA
ATAC__CD8_CTL__chr1:210340733-210341234,0.3917050693985711,0.3917050693985711,ATAC
CD4_Tcm__CCND3,-0.39115901921216184,0.39115901921216184,RNA
Swit.Bm__PCBP2,-0.39102471300898434,0.39102471300898434,RNA
CD8_CTL__MT-ND4L,-0.39071009671680196,0.39071009671680196,RNA
ATAC__CD4_Naïve__chr7:6530997-6531498,-0.3905316672814737,0.3905316672814737,ATAC
CD8_CTL__FASLG,0.3903148491629178,0.3903148491629178,RNA
CD4_Naïve__ZC3H13,0.39016451802131097,0.39016451802131097,RNA
CD4_Tcm__PRMT2,-0.3899345612047696,0.3899345612047696,RNA
CD8_CTL__LEPROTL1,-0.38987153386683515,0.38987153386683515,RNA
CD4_Tcm__PPIG,0.3896155128291312,0.3896155128291312,RNA
ATAC__CD8_CTL__chr17:1115003-1115504,0.38954670769752464,0.38954670769752464,ATAC
CD4_Tcm__PIK3IP1,-0.3893577672802567,0.3893577672802567,RNA
CD4_Treg__NR1D2,0.38915457839705275,0.38915457839705275,RNA
ATAC__CD4_Naïve__chr17:3916326-3916827,-0.3890986122016798,0.3890986122016798,ATAC
ATAC__CD4_Naïve__chr15:87681011-87681512,0.38909022858523684,0.38909022858523684,ATAC
DC__GOLGA8B,-0.3886391711890952,0.3886391711890952,RNA
ATAC__immature_T__chr1:227748425-227748926,0.3884697470989477,0.3884697470989477,ATAC
CD8_Tem__B3GNT2,-0.3882209520923833,0.3882209520923833,RNA
ATAC__CD4_Naïve__chr7:80151257-80151758,-0.38821521821682214,0.38821521821682214,ATAC
cMono__YBX3,-0.38789304878113967,0.38789304878113967,RNA
ATAC__CD8_Tem__chr19:3285039-3285540,-0.38783380227550984,0.38783380227550984,ATAC
cMono__ZFP36L2,-0.38779598556721656,0.38779598556721656,RNA
ATAC__CD4_Naïve__chr12:12474838-12475339,0.3874131935327216,0.3874131935327216,ATAC
ATAC__CD8_Tem__chr15:77010820-77011321,-0.386993513630628,0.386993513630628,ATAC
CD4_Tcm__DIP2A,-0.38687778612442647,0.38687778612442647,RNA
CD4_Naïve__MDN1,0.3867863530688096,0.3867863530688096,RNA
cMono__LGALS8,-0.3862605909408123,0.3862605909408123,RNA
CD8_CTL__CCNL1,-0.3862383715548028,0.3862383715548028,RNA
ATAC__immature_T__chr2:24517237-24517738,0.3860468844680088,0.3860468844680088,ATAC
CD4_Treg__TTN,0.3859023014436309,0.3859023014436309,RNA
ATAC__CD4_Naïve__chr18:55534485-55534986,-0.38587344035473775,0.38587344035473775,ATAC
CD4_Helper__SYNC,0.3854489710783501,0.3854489710783501,RNA
Prolif.T__PIK3IP1,-0.38544799044579353,0.38544799044579353,RNA
ATAC__CD8_Tem__chr17:81481262-81481763,-0.3854182962478935,0.3854182962478935,ATAC
ATAC__CD4_Naïve__chr2:19971664-19972165,-0.3853476908098247,0.3853476908098247,ATAC
CD4_Treg__ITGB1,0.38526697471309823,0.38526697471309823,RNA
CD8_Tem__RTN4R,0.385057309363016,0.385057309363016,RNA
CD4_Naïve__EDAR,-0.3849952732804123,0.3849952732804123,RNA
Naïve_B__SMC6,0.3848349746830613,0.3848349746830613,RNA
CD8_CTL__EIF4A2,-0.38481097325119407,0.38481097325119407,RNA
CD4_Treg__GLIPR2,0.38480925964044826,0.38480925964044826,RNA
ATAC__CD4_Tcm__chr1:201468994-201469495,0.3847282855538055,0.3847282855538055,ATAC
ATAC__CD4_Naïve__chr10:119663801-119664302,0.38464104823967504,0.38464104823967504,ATAC
cMono__ACTG1,0.3836005903784618,0.3836005903784618,RNA
CD4_Helper__NFIC,0.38352447165772513,0.38352447165772513,RNA
CD4_Naïve__SPEF2,0.3834344658903603,0.3834344658903603,RNA
ATAC__CD8_CTL__chr5:74889635-74890136,0.3832629589968519,0.3832629589968519,ATAC
cMono__PUM1,-0.383052831250685,0.383052831250685,RNA
CD8_CTL__RAB8A,0.3830381994858404,0.3830381994858404,RNA
CD8_CTL__GNAI2,0.3829896167631582,0.3829896167631582,RNA
CD8_CTL__BTF3,-0.3827491464237708,0.3827491464237708,RNA
ATAC__CD4_Naïve__chr10:99994236-99994737,-0.38271936960320774,0.38271936960320774,ATAC
ATAC__immature_T__chr7:106009367-106009868,-0.38261427295085243,0.38261427295085243,ATAC
Swit.Bm__RGS10,-0.38214289653682953,0.38214289653682953,RNA
CD8_CTL__ISG20,-0.382041513509721,0.382041513509721,RNA
ATAC__CD8_Tem__chr2:46979564-46980065,-0.38202580117414336,0.38202580117414336,ATAC
cMono__TSC22D3,-0.38201907585121664,0.38201907585121664,RNA
ATAC__CD4_Naïve__chr3:170223219-170223720,-0.3819853670995298,0.3819853670995298,ATAC
ATAC__CD8_CTL__chr15:86611605-86612106,0.381903693833294,0.381903693833294,ATAC
cMono__PHC3,-0.38186818122982236,0.38186818122982236,RNA
CD4_Tcm__BIRC3,0.38161797518840157,0.38161797518840157,RNA
ATAC__immature_T__chr17:1751609-1752110,0.38143080243418365,0.38143080243418365,ATAC
CD8_CTL__DNAJB1,-0.3813595414296992,0.3813595414296992,RNA
DC__TUBA1A,0.38113965116004955,0.38113965116004955,RNA
ATAC__CD4_Naïve__chr4:155758700-155759201,-0.38074988896335177,0.38074988896335177,ATAC
ATAC__CD8_Tem__chr16:57128685-57129186,-0.3803380961538381,0.3803380961538381,ATAC
ATAC__immature_T__chr12:1915605-1916106,0.3803338082760561,0.3803338082760561,ATAC
ATAC__CD8_CTL__chr2:147288096-147288597,0.3801550201517948,0.3801550201517948,ATAC
CD4_Naïve__CWF19L2,0.380146893924776,0.380146893924776,RNA
ATAC__CD4_Naïve__chr19:20482686-20483187,0.37988407814850716,0.37988407814850716,ATAC
ATAC__CD4_Treg__chr3:158641843-158642344,0.379774443439564,0.379774443439564,ATAC
ATAC__CD4_Naïve__chr20:52973074-52973575,0.37932678014101734,0.37932678014101734,ATAC
DC__KAT2A,-0.3788967533898461,0.3788967533898461,RNA
CD4_Treg__ZFP36L2,-0.37882205881881365,0.37882205881881365,RNA
CD4_Helper__SH3BP5,0.37828267332100196,0.37828267332100196,RNA
ATAC__immature_T__chr1:234230448-234230949,0.3782175461435974,0.3782175461435974,ATAC
DC__S100A11,0.37811641357315096,0.37811641357315096,RNA
ATAC__CD4_Tcm__chr8:127169865-127170366,0.377964161416442,0.377964161416442,ATAC
ATAC__Prolif.T__chr6:75781766-75782267,0.3777772664176758,0.3777772664176758,ATAC
Swit.Bm__DPF3,0.37776072599016247,0.37776072599016247,RNA
ATAC__CD4_Tcm__chr3:10603379-10603880,0.3776504383369144,0.3776504383369144,ATAC
ATAC__CD8_Tem__chr2:134118213-134118714,-0.3776148581190648,0.3776148581190648,ATAC
cMono__PCBP2,-0.3774740625881312,0.3774740625881312,RNA
DC__TPPP3,0.37745552757677847,0.37745552757677847,RNA
ATAC__CD8_Tem__chr19:43639915-43640416,-0.37656002856612564,0.37656002856612564,ATAC
ATAC__immature_T__chr17:68265412-68265913,-0.37655535434755316,0.37655535434755316,ATAC
CD4_Tcm__LGALS1,0.37624795018541457,0.37624795018541457,RNA
ATAC__CD4_Tcm__chr13:51942063-51942564,0.3761209865199448,0.3761209865199448,ATAC
Swit.Bm__GNAI2,0.376113713441266,0.376113713441266,RNA
cMono__CYB5R3,-0.3760559038377311,0.3760559038377311,RNA
CD4_Naïve__MARCKSL1,-0.3759588088690381,0.3759588088690381,RNA
ATAC__NKbright__chr14:100393770-100394271,0.3749984141386794,0.3749984141386794,ATAC
CD8_CTL__NEIL1,-0.37490948977830707,0.37490948977830707,RNA
CD4_Tcm__NSG1,-0.37485199352710336,0.37485199352710336,RNA
CD8_CTL__TMIGD2,-0.37475880412606016,0.37475880412606016,RNA
DC__P2RY13,0.37467391817339873,0.37467391817339873,RNA
